region,permit_number,action,requester,cause,cause_detail,place,street,street_number,block,parcel,from_date,to_date,approved_by,species,number_of_trees,tree_action,notes
מנשה שרון,16747,כריתה והעתקה,"גלובללינקס אופק שמואל הנגיד בע""מ",בניה,,הרצליה,שמואל הנגיד,10+12,6527,300,2019-11-11 00:00:00.000000,2021-11-11 00:00:00.000000,רמי דוידי,אלמוגן,1,כריתה,לכריתה
מנשה שרון,16747,כריתה והעתקה,"גלובללינקס אופק שמואל הנגיד בע""מ",בניה,,הרצליה,שמואל הנגיד,10+12,6527,300,2019-11-11 00:00:00.000000,2021-11-11 00:00:00.000000,רמי דוידי,ברושים,3,כריתה,לכריתה
מנשה שרון,16747,כריתה והעתקה,"גלובללינקס אופק שמואל הנגיד בע""מ",בניה,,הרצליה,שמואל הנגיד,10+12,6527,300,2019-11-11 00:00:00.000000,2021-11-11 00:00:00.000000,רמי דוידי,דקל משולש,1,כריתה,דקל טבעות לכריתה
מנשה שרון,16747,כריתה והעתקה,"גלובללינקס אופק שמואל הנגיד בע""מ",בניה,,הרצליה,שמואל הנגיד,10+12,6527,300,2019-11-11 00:00:00.000000,2021-11-11 00:00:00.000000,רמי דוידי,פיקוס בינימינה,1,כריתה,לכריתה
מנשה שרון,16747,כריתה והעתקה,"גלובללינקס אופק שמואל הנגיד בע""מ",בניה,,הרצליה,שמואל הנגיד,10+12,6527,300,2019-11-11 00:00:00.000000,2021-11-11 00:00:00.000000,רמי דוידי,קליסטמון,2,העתקה,להעתקה
מנשה שרון,16750,כריתה,בן ברוך ענת,אחר,נטויים,חדרה,"הקידה,שכונת בית אליעזר",11,,,2019-09-18 00:00:00.000000,2021-09-19 00:00:00.000000,רמי דוידי,אראוקריה רמה,1,,לכריתה
מנשה שרון,16750,כריתה,בן ברוך ענת,אחר,נטויים,חדרה,"הקידה,שכונת בית אליעזר",11,,,2019-09-18 00:00:00.000000,2021-09-19 00:00:00.000000,רמי דוידי,ושינגטוניה חסונה,1,,לכריתה
מנשה שרון,16771,כריתה,עין החורש משפ' דרעי,בניה,,עין החורש,משפחת דרעי,,8421,8,2019-05-12 00:00:00.000000,2021-05-12 00:00:00.000000,סוהיל זיידן,גרווילאה חסונה,1,,לכריתה
מנשה שרון,16771,כריתה,עין החורש משפ' דרעי,בניה,,עין החורש,משפחת דרעי,,8421,8,2019-05-12 00:00:00.000000,2021-05-12 00:00:00.000000,סוהיל זיידן,כליל החורש,1,,לכריתה
מנשה שרון,16771,כריתה,עין החורש משפ' דרעי,בניה,,עין החורש,משפחת דרעי,,8421,8,2019-05-12 00:00:00.000000,2021-05-12 00:00:00.000000,סוהיל זיידן,פיקוס בינימינה,1,,לכריתה
מנשה שרון,16777,כריתה,יצחק רבאני,אחר,נזק לריצוף,כפר סבא,קיבוץ גלויות,3,,,2019-07-15 00:00:00.000000,2021-07-15 00:00:00.000000,רמי דוידי,אזדרכת מצויה,1,,לכריתה
מנשה שרון,16793,כריתה,"מגדלי סוקולוב 38 בע""מ",בניה,,רמת השרון,הקוצר,8,6418,301,2019-06-13 00:00:00.000000,2021-06-13 00:00:00.000000,סוהיל זיידן,ברוש מצוי,1,,לכריתה
מנשה שרון,16793,כריתה,"מגדלי סוקולוב 38 בע""מ",בניה,,רמת השרון,הקוצר,8,6418,301,2019-06-13 00:00:00.000000,2021-06-13 00:00:00.000000,סוהיל זיידן,תמר מצוי,1,,לכריתה
מנשה שרון,16805,כריתה,ג'ינו אנג'לה,אחר,צמוד לחומה ועבר גיזום חזק,פרדסיה,הפטל,7,8143,220,2020-08-16 00:00:00.000000,2022-08-16 00:00:00.000000,רמי דוידי,פלטופורום מסופק,1,,לכריתה
מנשה שרון,16828,כריתה,גניגר עמירם,בניה,,כפר שמריהו,הורדים,22,6666,667,2019-08-22 00:00:00.000000,2021-08-22 00:00:00.000000,רמי דוידי,אזדרכת מצויה,1,,לכריתה
מנשה שרון,16828,כריתה,גניגר עמירם,בניה,,כפר שמריהו,הורדים,22,6666,667,2019-08-22 00:00:00.000000,2021-08-22 00:00:00.000000,רמי דוידי,פקן תרבותי,1,,לכריתה
מנשה שרון,16850,כריתה,פזנת פרוייקטים,בניה,,הרצליה,ש.ז לוין,14,6535,95,2019-12-23 00:00:00.000000,2021-12-23 00:00:00.000000,רמי דוידי,אזדרכת מצויה,1,,לכריתה
מנשה שרון,16850,כריתה,פזנת פרוייקטים,בניה,,הרצליה,ש.ז לוין,14,6535,95,2019-12-23 00:00:00.000000,2021-12-23 00:00:00.000000,רמי דוידי,אראוקריה רמה,1,,לכריתה
מנשה שרון,16850,כריתה,פזנת פרוייקטים,בניה,,הרצליה,ש.ז לוין,14,6535,95,2019-12-23 00:00:00.000000,2021-12-23 00:00:00.000000,רמי דוידי,דקל משולש,1,,לכריתה
מנשה שרון,16850,כריתה,פזנת פרוייקטים,בניה,,הרצליה,ש.ז לוין,14,6535,95,2019-12-23 00:00:00.000000,2021-12-23 00:00:00.000000,רמי דוידי,סייגרוס רומנזוף,1,,לכריתה
מנשה שרון,16850,כריתה,פזנת פרוייקטים,בניה,,הרצליה,ש.ז לוין,14,6535,95,2019-12-23 00:00:00.000000,2021-12-23 00:00:00.000000,רמי דוידי,פלפלון דמוי-אלה,3,,לכריתה
מנשה שרון,16850,כריתה,פזנת פרוייקטים,בניה,,הרצליה,ש.ז לוין,14,6535,95,2019-12-23 00:00:00.000000,2021-12-23 00:00:00.000000,רמי דוידי,קתרוסית מרובעת,1,,לכריתה
מנשה שרון,16850,כריתה,פזנת פרוייקטים,בניה,,הרצליה,ש.ז לוין,14,6535,95,2019-12-23 00:00:00.000000,2021-12-23 00:00:00.000000,רמי דוידי,שפלרה מקרינה,2,,לכריתה
מנשה שרון,16856,כריתה,רהב ברקאי,אחר,נזק לחומה,הרצליה,המסילה,31,,,2019-07-07 00:00:00.000000,2021-07-07 00:00:00.000000,רמי דוידי,אראוקריה רמה,1,,לכריתה
מנשה שרון,16888,כריתה,קיבוץ עין החורש,בניה,,עין החורש,משפ' מורג,,8421,18,2019-08-14 00:00:00.000000,2021-08-15 00:00:00.000000,רמי דוידי,אראוקריה רמה,2,,לכריתה
מנשה שרון,16938,כריתה,דני חייטוב,בניה,,אבן יהודה,מכבי,25,8016,75,2020-06-25 00:00:00.000000,2022-06-26 00:00:00.000000,רמי דוידי,אקליפטוסים,7,,לכריתה
מנשה שרון,17025,כריתה,שובל יצחק,בניה,,הרצליה,יסוד המעלה,18,6663,113,2020-03-01 00:00:00.000000,2022-03-01 00:00:00.000000,רמי דוידי,אזדרכת מצויה,1,,לכריתה
מנשה שרון,17025,כריתה,שובל יצחק,בניה,,הרצליה,יסוד המעלה,18,6663,113,2020-03-01 00:00:00.000000,2022-03-01 00:00:00.000000,רמי דוידי,הדר,1,,לכריתה
מנשה שרון,17033,כריתה,קיבוץ עין החורש,בניה,,עין החורש,משפ' רוזנברג,,8421,8,2019-07-04 00:00:00.000000,2021-07-04 00:00:00.000000,סוהיל זיידן,ברוש מצוי,4,,לכריתה
מנשה שרון,17044,כריתה,שרון מכליס,בניה,,זכרון יעקב,יגאל אלון,"31,33",11322,"37,38",2019-04-02 00:00:00.000000,2021-04-04 00:00:00.000000,גמלאי - יעקב ארק,אורן ירושלים,2,,לכריתה
מנשה שרון,17044,כריתה,שרון מכליס,בניה,,זכרון יעקב,יגאל אלון,"31,33",11322,"37,38",2019-04-02 00:00:00.000000,2021-04-04 00:00:00.000000,גמלאי - יעקב ארק,אשחר רחב-עלים,1,,לכריתה
מנשה שרון,17044,כריתה,שרון מכליס,בניה,,זכרון יעקב,יגאל אלון,"31,33",11322,"37,38",2019-04-02 00:00:00.000000,2021-04-04 00:00:00.000000,גמלאי - יעקב ארק,זית אירופי,1,,לכריתה
מנשה שרון,17044,כריתה,שרון מכליס,בניה,,זכרון יעקב,יגאל אלון,"31,33",11322,"37,38",2019-04-02 00:00:00.000000,2021-04-04 00:00:00.000000,גמלאי - יעקב ארק,חרוב מצוי,2,,לכריתה
מנשה שרון,17044,כריתה,שרון מכליס,בניה,,זכרון יעקב,יגאל אלון,"31,33",11322,"37,38",2019-04-02 00:00:00.000000,2021-04-04 00:00:00.000000,גמלאי - יעקב ארק,שקד מצוי,1,,לכריתה
מנשה שרון,17044,כריתה,שרון מכליס,בניה,,זכרון יעקב,יגאל אלון,"31,33",11322,"37,38",2019-04-02 00:00:00.000000,2021-04-04 00:00:00.000000,גמלאי - יעקב ארק,תות לבן,1,,לכריתה
מנשה שרון,17046,כריתה,עודד קרקע יציבה,בניה,,הרצליה,ברנר,22,6546,708,2020-12-31 00:00:00.000000,2023-01-01 00:00:00.000000,רמי דוידי,ברוש מצוי,13,,ברוש לימוני לכריתה
מנשה שרון,17046,כריתה,עודד קרקע יציבה,בניה,,הרצליה,ברנר,22,6546,708,2020-12-31 00:00:00.000000,2023-01-01 00:00:00.000000,רמי דוידי,סיגלון עלה-מימוסה,3,,לכריתה
מנשה שרון,17046,כריתה,עודד קרקע יציבה,בניה,,הרצליה,ברנר,22,6546,708,2020-12-31 00:00:00.000000,2023-01-01 00:00:00.000000,רמי דוידי,תות לבן,1,,לכריתה
מנשה שרון,17047,כריתה,עודד קרקע יציבה,בניה,,הרצליה,ארלוזורוב,25,6539,118,2019-07-14 00:00:00.000000,2021-07-14 00:00:00.000000,סוהיל זיידן,ושינגטוניה חסונה,1,,לכריתה
מנשה שרון,17047,כריתה,עודד קרקע יציבה,בניה,,הרצליה,ארלוזורוב,25,6539,118,2019-07-14 00:00:00.000000,2021-07-14 00:00:00.000000,סוהיל זיידן,פיקוס השדרות,2,,לכריתה
מנשה שרון,17108,כריתה,"א.מ אדר בניה והשקעות בע""מ",בניה,,רעננה,שברץ,11,6581,377,2020-02-04 00:00:00.000000,2022-02-06 00:00:00.000000,רמי דוידי,ברושים,5,,כריתה
מנשה שרון,17108,כריתה,"א.מ אדר בניה והשקעות בע""מ",בניה,,רעננה,שברץ,11,6581,377,2020-02-04 00:00:00.000000,2022-02-06 00:00:00.000000,רמי דוידי,פיקוס בינימינה,2,,כריתה
מנשה שרון,17108,כריתה,"א.מ אדר בניה והשקעות בע""מ",בניה,,רעננה,שברץ,11,6581,377,2020-02-04 00:00:00.000000,2022-02-06 00:00:00.000000,רמי דוידי,קתרוסית מרובעת,1,,כריתה
מנשה שרון,17112,כריתה,"רינובו בע""מ",בניה,,הרצליה,עזרא הסופר,9-11,6527,314,2019-06-09 00:00:00.000000,2021-06-09 00:00:00.000000,סוהיל זיידן,אזדרכת מצויה,2,,כריתה
מנשה שרון,17112,כריתה,"רינובו בע""מ",בניה,,הרצליה,עזרא הסופר,9-11,6527,314,2019-06-09 00:00:00.000000,2021-06-09 00:00:00.000000,סוהיל זיידן,ושינגטוניה חסונה,3,,כריתה
מנשה שרון,17112,כריתה,"רינובו בע""מ",בניה,,הרצליה,עזרא הסופר,9-11,6527,314,2019-06-09 00:00:00.000000,2021-06-09 00:00:00.000000,סוהיל זיידן,סיגלון עלה-מימוסה,6,,כריתה
מנשה שרון,17112,כריתה,"רינובו בע""מ",בניה,,הרצליה,עזרא הסופר,9-11,6527,314,2019-06-09 00:00:00.000000,2021-06-09 00:00:00.000000,סוהיל זיידן,קליסטמון,3,,כריתה
מנשה שרון,17112,כריתה,"רינובו בע""מ",בניה,,הרצליה,עזרא הסופר,9-11,6527,314,2019-06-09 00:00:00.000000,2021-06-09 00:00:00.000000,סוהיל זיידן,קתרוסית מרובעת,2,,כריתה
מנשה שרון,17113,כריתה,"חב' רינובו בע""מ",בניה,,הרצליה,הדר,46-48,6536,849,2019-11-13 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,ברוש מצוי,1,,כריתה
מנשה שרון,17113,כריתה,"חב' רינובו בע""מ",בניה,,הרצליה,הדר,46-48,6536,849,2019-11-13 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,ושינגטוניה חוטית,2,,כריתה
מנשה שרון,17113,כריתה,"חב' רינובו בע""מ",בניה,,הרצליה,הדר,46-48,6536,849,2019-11-13 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,פיקוס בינימינה,2,,כריתה
מנשה שרון,17115,כריתה,"רינובו בע""מ",בניה,,הרצליה,עזרא הסופר,5-7,6527,315,2019-06-09 00:00:00.000000,2021-06-09 00:00:00.000000,סוהיל זיידן,סיגלון עלה-מימוסה,2,,כריתה
מנשה שרון,17115,כריתה,"רינובו בע""מ",בניה,,הרצליה,עזרא הסופר,5-7,6527,315,2019-06-09 00:00:00.000000,2021-06-09 00:00:00.000000,סוהיל זיידן,סיסם הודי,1,,כריתה
מנשה שרון,17115,כריתה,"רינובו בע""מ",בניה,,הרצליה,עזרא הסופר,5-7,6527,315,2019-06-09 00:00:00.000000,2021-06-09 00:00:00.000000,סוהיל זיידן,פיקוס השדרות,1,,כריתה
מנשה שרון,17115,כריתה,"רינובו בע""מ",בניה,,הרצליה,עזרא הסופר,5-7,6527,315,2019-06-09 00:00:00.000000,2021-06-09 00:00:00.000000,סוהיל זיידן,קליסטמון,4,,כריתה
מנשה שרון,17156,כריתה והעתקה,לילך גולדבלט -נדב,בניה,,רעננה,השחר,53,6579,179,2020-03-10 00:00:00.000000,2022-03-10 00:00:00.000000,רמי דוידי,הדר,1,כריתה,לכריתה
מנשה שרון,17156,כריתה והעתקה,לילך גולדבלט -נדב,בניה,,רעננה,השחר,53,6579,179,2020-03-10 00:00:00.000000,2022-03-10 00:00:00.000000,רמי דוידי,עצי פרי,1,העתקה,מנגו הודי להעתקה
מנשה שרון,17156,כריתה והעתקה,לילך גולדבלט -נדב,בניה,,רעננה,השחר,53,6579,179,2020-03-10 00:00:00.000000,2022-03-10 00:00:00.000000,רמי דוידי,פיקוס צר-עלים,2,כריתה,לכריתה
מנשה שרון,17156,כריתה והעתקה,לילך גולדבלט -נדב,בניה,,רעננה,השחר,53,6579,179,2020-03-10 00:00:00.000000,2022-03-10 00:00:00.000000,רמי דוידי,פקן תרבותי,1,כריתה,כריתה
מנשה שרון,17212,כריתה והעתקה,קיבוץ מעברות,בניה,,מעברות,שכונת רמות חפר,,8192,30,2020-01-29 00:00:00.000000,2022-01-30 00:00:00.000000,רמי דוידי,אורן הצנובר,2,כריתה,
מנשה שרון,17212,כריתה והעתקה,קיבוץ מעברות,בניה,,מעברות,שכונת רמות חפר,,8192,30,2020-01-29 00:00:00.000000,2022-01-30 00:00:00.000000,רמי דוידי,אורן ירושלים,28,כריתה,
מנשה שרון,17212,כריתה והעתקה,קיבוץ מעברות,בניה,,מעברות,שכונת רמות חפר,,8192,30,2020-01-29 00:00:00.000000,2022-01-30 00:00:00.000000,רמי דוידי,אורן קנרי,1,כריתה,
מנשה שרון,17212,כריתה והעתקה,קיבוץ מעברות,בניה,,מעברות,שכונת רמות חפר,,8192,30,2020-01-29 00:00:00.000000,2022-01-30 00:00:00.000000,רמי דוידי,אזדרכת מצויה,5,כריתה,
מנשה שרון,17212,כריתה והעתקה,קיבוץ מעברות,בניה,,מעברות,שכונת רמות חפר,,8192,30,2020-01-29 00:00:00.000000,2022-01-30 00:00:00.000000,רמי דוידי,איקליפטוס המקור,7,כריתה,
מנשה שרון,17212,כריתה והעתקה,קיבוץ מעברות,בניה,,מעברות,שכונת רמות חפר,,8192,30,2020-01-29 00:00:00.000000,2022-01-30 00:00:00.000000,רמי דוידי,אלון הגלעין,1,כריתה,
מנשה שרון,17212,כריתה והעתקה,קיבוץ מעברות,בניה,,מעברות,שכונת רמות חפר,,8192,30,2020-01-29 00:00:00.000000,2022-01-30 00:00:00.000000,רמי דוידי,אלון התבור,1,כריתה,
מנשה שרון,17212,כריתה והעתקה,קיבוץ מעברות,בניה,,מעברות,שכונת רמות חפר,,8192,30,2020-01-29 00:00:00.000000,2022-01-30 00:00:00.000000,רמי דוידי,אלון מצוי,2,העתקה,
מנשה שרון,17212,כריתה והעתקה,קיבוץ מעברות,בניה,,מעברות,שכונת רמות חפר,,8192,30,2020-01-29 00:00:00.000000,2022-01-30 00:00:00.000000,רמי דוידי,אנטרולוביום כפוף פרי,1,כריתה,
מנשה שרון,17212,כריתה והעתקה,קיבוץ מעברות,בניה,,מעברות,שכונת רמות חפר,,8192,30,2020-01-29 00:00:00.000000,2022-01-30 00:00:00.000000,רמי דוידי,אקליפטוסים,2,כריתה,
מנשה שרון,17212,כריתה והעתקה,קיבוץ מעברות,בניה,,מעברות,שכונת רמות חפר,,8192,30,2020-01-29 00:00:00.000000,2022-01-30 00:00:00.000000,רמי דוידי,אקליפטוסים,1,כריתה,קורימביה
מנשה שרון,17212,כריתה והעתקה,קיבוץ מעברות,בניה,,מעברות,שכונת רמות חפר,,8192,30,2020-01-29 00:00:00.000000,2022-01-30 00:00:00.000000,רמי דוידי,אשחר רחב-עלים,1,כריתה,
